Year,Brand,Category,Region,Price (USD),Sales Volume,Revenue (USD),Customer Age Group,Customer Gender,Net Worth (USD),GDP per Capita,Inflation Rate (%),Income Level,Social Media Likes,Social Media Shares,Social Media Mentions,Sentiment Score
2021,Dior,Bags,Europe,3173.45,411,1304287.95,25-34,Male,18348.85,45000,2.5,High,10562,3114,135,0.52
2020,Chanel,Clothing,Australia,2188.93,176,385251.68,35-44,Non-binary,4961183.68,55000,2.0,High,36519,3940,1331,0.95
2020,Chanel,Perfumes,Australia,216.02,476,102825.52,25-34,Female,22054.89,55000,2.0,High,11342,3110,1680,0.87
2019,Gucci,Watches,Middle East,24083.69,18,433506.42,25-34,Male,2648815.49,30000,3.0,High,18435,3400,1201,0.89
2019,Dior,Shoes,North America,1980.01,362,716763.62,18-24,Female,45299.01,65000,3.5,High,28150,4134,1672,0.95
2022,Louis Vuitton,Bags,North America,4345.1,327,1420847.7,25-34,Non-binary,21546.72,65000,3.5,High,7852,4014,856,0.63
2018,Chanel,Clothing,Asia,1901.92,475,903412.0,45-54,Female,3190298.5,15000,4.0,Medium,44025,1375,674,0.71
2018,Chanel,Clothing,Middle East,1880.5,144,270792.0,18-24,Male,270087.39,30000,3.0,High,30848,3177,568,0.85
2020,Dior,Watches,Middle East,16156.95,27,436237.65,35-44,Female,2243675.67,30000,3.0,High,47401,1327,2396,0.6
2020,Rolex,Accessories,Australia,690.68,127,87716.36,35-44,Female,38964.84,55000,2.0,High,27314,160,1544,0.82
2020,Gucci,Bags,Europe,3298.27,368,1213763.36,45-54,Female,3246982.16,45000,2.5,High,40904,1407,2651,0.67
2021,Louis Vuitton,Clothing,Australia,563.01,400,225204.0,18-24,Non-binary,10166.55,55000,2.0,High,46441,3856,2853,0.55
2022,Gucci,Accessories,Middle East,1102.66,209,230455.94,45-54,Non-binary,905729.13,30000,3.0,High,40090,1041,1644,0.59
2021,Dior,Perfumes,Europe,425.15,425,180688.75,25-34,Non-binary,2960606.04,45000,2.5,High,34174,1268,1174,0.82
2020,Louis Vuitton,Bags,Europe,2386.44,308,735023.52,55+,Male,3879542.58,45000,2.5,High,39133,2186,1015,0.7
2018,Chanel,Perfumes,Asia,474.25,274,129944.5,55+,Male,2531908.95,15000,4.0,Medium,10057,783,1221,0.96
2023,Chanel,Shoes,Asia,1868.51,369,689480.19,55+,Male,4635104.06,15000,4.0,Medium,27542,4059,2018,0.7
2018,Dior,Accessories,North America,479.93,498,239005.14,55+,Female,4315101.9,65000,3.5,High,46311,898,2775,0.76
2022,Chanel,Clothing,Europe,1362.84,280,381595.2,18-24,Non-binary,3182475.96,45000,2.5,High,22189,1343,952,0.72
2020,Chanel,Watches,South America,24519.74,35,858190.9,25-34,Male,441083.79,12000,5.5,Medium,48579,1074,2717,0.58
2023,Gucci,Bags,Middle East,1711.4,392,670868.8,25-34,Male,4528365.06,30000,3.0,High,44337,1499,1127,0.74
2021,Chanel,Perfumes,Europe,478.75,74,35427.5,25-34,Male,2626953.54,45000,2.5,High,9532,1843,1766,0.92
2021,Rolex,Watches,Australia,10480.03,20,209600.6,45-54,Female,4245040.88,55000,2.0,High,40789,3158,2777,0.76
2018,Louis Vuitton,Clothing,North America,977.1,324,316580.4,35-44,Female,3895705.47,65000,3.5,High,28934,2613,1653,0.6
2021,Dior,Shoes,Australia,2705.33,267,722323.11,18-24,Female,2210897.85,55000,2.0,High,32776,2066,1035,0.86
2023,Chanel,Perfumes,South America,259.44,291,75497.04,35-44,Male,1535442.34,12000,5.5,Medium,9440,4855,932,0.59
2020,Chanel,Accessories,Asia,703.33,494,347445.02,45-54,Female,1910473.08,15000,4.0,Medium,47383,493,2726,0.97
2019,Rolex,Accessories,Asia,456.9,413,188699.7,35-44,Non-binary,3116749.42,15000,4.0,Medium,49636,1514,1625,0.52
2023,Chanel,Watches,South America,18880.24,27,509766.48,35-44,Female,1872449.82,12000,5.5,Medium,29491,1147,1054,0.91
2023,Rolex,Clothing,North America,626.88,322,201855.36,55+,Female,1705024.52,65000,3.5,High,3232,3056,1049,0.57
2021,Dior,Bags,Asia,4075.24,269,1096239.56,35-44,Female,3538800.64,15000,4.0,Medium,20328,3578,1531,0.61
2018,Gucci,Shoes,Australia,1203.63,408,491081.04,18-24,Non-binary,577316.94,55000,2.0,High,38167,885,542,0.57
2019,Dior,Accessories,Europe,1264.15,250,316037.5,18-24,Male,44620.38,45000,2.5,High,49703,2471,1934,0.58
2018,Dior,Accessories,Asia,1769.04,342,605011.68,35-44,Non-binary,1682863.95,15000,4.0,Medium,33602,4634,999,0.59
2019,Dior,Watches,North America,21947.64,15,329214.6,55+,Female,882956.01,65000,3.5,High,4411,4430,2077,0.74
2021,Gucci,Bags,Australia,4558.06,387,1763969.22,25-34,Non-binary,3033162.21,55000,2.0,High,6479,3630,929,0.99
2021,Rolex,Watches,Middle East,14008.73,14,196122.22,18-24,Male,3084772.25,30000,3.0,High,36448,2015,1382,0.81
2020,Gucci,Watches,South America,21696.33,23,499015.59,45-54,Non-binary,15291.73,12000,5.5,Medium,27349,1835,1454,0.65
2018,Rolex,Watches,Europe,15536.47,23,357338.81,35-44,Non-binary,9825.92,45000,2.5,High,23527,2963,1136,0.82
2019,Rolex,Watches,Asia,11354.65,38,431476.7,25-34,Male,3549960.25,15000,4.0,Medium,43333,3902,2358,0.67
2021,Rolex,Bags,Europe,2782.7,273,759677.1,35-44,Non-binary,4494758.04,45000,2.5,High,1279,4390,2803,0.88
2019,Louis Vuitton,Bags,Europe,4767.94,365,1740298.1,45-54,Female,28217.51,45000,2.5,High,22157,1319,1661,0.52
2018,Gucci,Watches,Middle East,9986.02,9,89874.18,18-24,Male,2757306.62,30000,3.0,High,24892,4246,939,0.72
2023,Chanel,Shoes,Australia,928.7,447,415128.9,35-44,Non-binary,1459040.22,55000,2.0,High,36483,4383,746,0.61
2020,Rolex,Clothing,Asia,2587.87,127,328659.49,25-34,Male,13365.88,15000,4.0,Medium,13974,3487,1351,0.68
2018,Chanel,Perfumes,North America,152.13,245,37271.85,45-54,Male,1105113.86,65000,3.5,High,40866,3519,420,0.51
2019,Chanel,Accessories,South America,407.57,172,70102.04,18-24,Non-binary,2304253.1,12000,5.5,Medium,34919,2440,1699,0.78
2022,Louis Vuitton,Accessories,Asia,721.06,437,315103.22,18-24,Male,42029.89,15000,4.0,Medium,43975,2806,871,0.61
2020,Chanel,Shoes,Australia,1620.04,323,523272.92,25-34,Male,4756877.23,55000,2.0,High,34998,2442,516,0.54
2021,Rolex,Perfumes,Asia,128.15,217,27808.55,35-44,Male,43206.35,15000,4.0,Medium,40187,2315,1807,0.96
2021,Louis Vuitton,Shoes,South America,2035.66,107,217815.62,18-24,Non-binary,4117485.25,12000,5.5,Medium,36582,2024,600,0.61
2018,Gucci,Clothing,Europe,1174.11,154,180812.94,35-44,Female,2075993.5,45000,2.5,High,8593,3705,1189,0.84
2021,Rolex,Clothing,Middle East,1043.27,207,215956.89,25-34,Non-binary,2235970.51,30000,3.0,High,1335,4879,1818,0.67
2020,Gucci,Clothing,Asia,2650.75,346,917159.5,35-44,Non-binary,3596836.02,15000,4.0,Medium,3395,4864,444,0.62
2018,Louis Vuitton,Watches,Australia,24474.14,38,930017.32,45-54,Male,4251262.03,55000,2.0,High,31947,744,1081,0.7
2023,Chanel,Clothing,Asia,1742.26,189,329287.14,18-24,Non-binary,561890.3,15000,4.0,Medium,33131,1806,1080,0.74
2018,Louis Vuitton,Accessories,Europe,1579.8,354,559249.2,45-54,Non-binary,44495.14,45000,2.5,High,45404,1129,1890,0.68
2021,Dior,Shoes,Middle East,1534.28,227,348281.56,25-34,Non-binary,1961376.37,30000,3.0,High,39473,3019,1009,0.68
2021,Rolex,Clothing,Europe,1782.26,125,222782.5,45-54,Male,2856698.88,45000,2.5,High,39611,223,2416,0.75
2022,Rolex,Accessories,Australia,783.33,231,180949.23,35-44,Female,4986603.03,55000,2.0,High,16716,4123,255,0.55
2019,Chanel,Watches,Australia,24551.24,8,196409.92,25-34,Male,108870.14,55000,2.0,High,5182,2732,56,0.8
2018,Dior,Perfumes,North America,402.95,275,110811.25,55+,Non-binary,3645335.35,65000,3.5,High,38995,3313,1017,0.9
2018,Chanel,Bags,Australia,3926.86,242,950300.12,45-54,Non-binary,2266985.6,55000,2.0,High,7112,1819,1910,0.58
2021,Louis Vuitton,Watches,Asia,10714.04,39,417847.56,18-24,Non-binary,3092112.63,15000,4.0,Medium,16860,444,1555,0.74
2022,Dior,Perfumes,South America,274.44,390,107031.6,18-24,Female,3651759.66,12000,5.5,Medium,49172,3688,2073,0.86
2021,Rolex,Shoes,Asia,2333.98,219,511141.62,35-44,Male,1041064.7,15000,4.0,Medium,47625,2264,790,0.91
2018,Rolex,Perfumes,North America,288.63,396,114297.48,45-54,Female,375969.4,65000,3.5,High,17720,2280,324,0.78
2018,Chanel,Clothing,Asia,681.75,346,235885.5,18-24,Non-binary,1921020.98,15000,4.0,Medium,7733,4509,2011,0.96
2022,Louis Vuitton,Shoes,Middle East,1353.03,357,483031.71,18-24,Female,921354.48,30000,3.0,High,38268,2539,1661,0.58
2018,Dior,Perfumes,Asia,125.85,149,18751.65,55+,Female,1485400.16,15000,4.0,Medium,25938,122,709,0.89
2018,Gucci,Shoes,Australia,2728.98,196,534880.08,55+,Non-binary,4212467.61,55000,2.0,High,35941,4314,2804,0.9
2019,Chanel,Clothing,Middle East,717.48,213,152823.24,55+,Female,4621247.93,30000,3.0,High,32970,2843,2886,0.59
2020,Rolex,Bags,Asia,2751.82,159,437539.38,45-54,Male,13147.84,15000,4.0,Medium,6773,1261,1421,0.94
2018,Dior,Accessories,Australia,1322.61,463,612368.43,45-54,Non-binary,3319338.68,55000,2.0,High,45318,884,1621,0.87
2019,Gucci,Shoes,South America,1127.13,59,66500.67,18-24,Female,36740.19,12000,5.5,Medium,37630,135,315,0.88
2022,Chanel,Bags,Europe,4762.1,386,1838170.6,25-34,Male,4930147.13,45000,2.5,High,16610,3420,2097,0.76
2023,Rolex,Bags,South America,2045.23,336,687197.28,55+,Non-binary,27394.16,12000,5.5,Medium,49233,1710,417,0.93
2020,Rolex,Clothing,Australia,865.12,362,313173.44,18-24,Female,197937.38,55000,2.0,High,2342,3199,2716,0.67
2023,Dior,Bags,Australia,2603.32,443,1153270.76,55+,Male,25832.97,55000,2.0,High,6684,1116,2613,0.58
2019,Louis Vuitton,Accessories,South America,1503.41,322,484098.02,18-24,Male,3035640.77,12000,5.5,Medium,13499,693,2002,0.56
2023,Chanel,Clothing,Asia,1855.32,240,445276.8,18-24,Male,3148026.7,15000,4.0,Medium,16674,4198,145,0.68
2019,Rolex,Bags,North America,1506.55,281,423340.55,18-24,Non-binary,3962565.28,65000,3.5,High,17913,2714,1710,0.83
2022,Chanel,Watches,Europe,12581.78,19,239053.82,45-54,Female,4105266.99,45000,2.5,High,5311,2756,2045,0.91
2023,Rolex,Shoes,South America,1740.13,264,459394.32,45-54,Female,3619204.27,12000,5.5,Medium,36813,2974,1510,0.77
2022,Dior,Shoes,South America,2719.61,499,1357085.39,18-24,Male,1265195.94,12000,5.5,Medium,23930,2840,642,0.88
2019,Louis Vuitton,Perfumes,Middle East,461.25,360,166050.0,25-34,Male,9365.64,30000,3.0,High,45353,1082,918,0.56
2019,Dior,Bags,Asia,2081.96,338,703702.48,35-44,Male,3606764.42,15000,4.0,Medium,31524,398,2383,0.98
2018,Louis Vuitton,Watches,Australia,9586.91,16,153390.56,18-24,Non-binary,2310188.31,55000,2.0,High,9157,4475,1302,0.66
2023,Louis Vuitton,Clothing,South America,1434.87,447,641386.89,45-54,Female,22353.01,12000,5.5,Medium,1832,3385,2508,0.61
2019,Dior,Perfumes,South America,232.18,270,62688.6,35-44,Female,36067.04,12000,5.5,Medium,17312,2557,1548,0.82
2018,Louis Vuitton,Accessories,South America,1368.46,228,312008.88,35-44,Non-binary,26831.02,12000,5.5,Medium,15123,2286,2236,0.89
2018,Dior,Watches,Middle East,9380.35,17,159465.95,45-54,Non-binary,4890697.61,30000,3.0,High,32923,3494,929,0.79
2022,Dior,Perfumes,South America,429.22,298,127907.56,25-34,Female,1616337.45,12000,5.5,Medium,28792,2113,1790,0.61
2019,Rolex,Bags,Asia,1699.73,327,555811.71,55+,Non-binary,7726.08,15000,4.0,Medium,28573,1246,2371,0.87
2020,Rolex,Clothing,Australia,2323.39,248,576200.72,55+,Non-binary,4192202.45,55000,2.0,High,16998,1200,2184,0.84
2023,Louis Vuitton,Bags,North America,2143.17,335,717961.95,25-34,Female,2933137.58,65000,3.5,High,38380,1004,1224,0.89
2023,Dior,Accessories,South America,849.37,123,104472.51,18-24,Non-binary,655665.57,12000,5.5,Medium,26945,2264,1258,0.53
2021,Gucci,Bags,South America,2660.37,237,630507.69,18-24,Male,1278236.08,12000,5.5,Medium,9435,2099,1196,0.99
2019,Dior,Clothing,Asia,2746.85,409,1123461.65,25-34,Female,2713521.73,15000,4.0,Medium,31257,4718,770,0.55
2020,Gucci,Bags,Asia,2839.56,363,1030760.28,18-24,Female,654601.6,15000,4.0,Medium,12306,1399,736,0.95
2019,Rolex,Clothing,Middle East,2936.45,496,1456479.2,25-34,Female,1021965.01,30000,3.0,High,18868,158,1655,0.72
2019,Louis Vuitton,Watches,Middle East,10439.13,31,323613.03,55+,Non-binary,1993035.25,30000,3.0,High,49240,915,2974,0.7
2021,Louis Vuitton,Clothing,South America,1035.77,87,90111.99,25-34,Non-binary,2251599.3,12000,5.5,Medium,11440,504,2226,0.97
2022,Louis Vuitton,Perfumes,Asia,479.63,399,191372.37,18-24,Non-binary,2179634.15,15000,4.0,Medium,45060,4781,2770,0.92
2018,Louis Vuitton,Bags,Middle East,1881.18,411,773164.98,55+,Male,1203267.54,30000,3.0,High,6883,3467,119,0.86
2022,Rolex,Accessories,Europe,1437.75,333,478770.75,55+,Non-binary,2889621.61,45000,2.5,High,3446,1953,1009,0.52
2023,Rolex,Clothing,Asia,1671.37,357,596679.09,18-24,Male,2307705.15,15000,4.0,Medium,25372,4582,1466,0.67
2023,Louis Vuitton,Clothing,Europe,2873.2,218,626357.6,18-24,Female,370649.71,45000,2.5,High,16406,2953,1671,0.72
2018,Louis Vuitton,Watches,Europe,23044.36,20,460887.2,45-54,Male,728650.1,45000,2.5,High,4668,1820,1891,0.89
2020,Dior,Watches,South America,9885.57,22,217482.54,18-24,Male,3346030.14,12000,5.5,Medium,44373,1563,1368,0.69
2021,Chanel,Clothing,South America,580.17,421,244251.57,55+,Female,43397.82,12000,5.5,Medium,46471,819,2365,0.98
2020,Gucci,Accessories,Asia,783.71,339,265677.69,35-44,Female,792418.82,15000,4.0,Medium,16476,2492,1700,0.54
2018,Louis Vuitton,Shoes,Asia,901.06,258,232473.48,18-24,Male,775851.43,15000,4.0,Medium,12393,4329,1817,0.8
2018,Louis Vuitton,Bags,Middle East,4644.83,439,2039080.37,55+,Female,296637.76,30000,3.0,High,38274,3961,1542,0.62
2022,Chanel,Clothing,Middle East,1444.54,441,637042.14,25-34,Female,49501.62,30000,3.0,High,13662,1668,1130,0.7
2023,Chanel,Clothing,South America,1520.11,364,553320.04,35-44,Non-binary,6806.87,12000,5.5,Medium,28104,2658,434,0.66
2019,Louis Vuitton,Perfumes,Australia,210.03,495,103964.85,25-34,Non-binary,1297754.39,55000,2.0,High,7562,2274,461,0.75
2023,Rolex,Bags,South America,4271.3,474,2024596.2,18-24,Male,4493925.17,12000,5.5,Medium,10246,1174,2727,0.59
2018,Rolex,Watches,Asia,16653.1,28,466286.8,25-34,Non-binary,3831322.16,15000,4.0,Medium,4418,1516,1652,0.76
2023,Gucci,Bags,North America,4366.33,72,314375.76,35-44,Non-binary,4857899.08,65000,3.5,High,10759,4287,2474,0.51
2023,Chanel,Perfumes,South America,166.94,474,79129.56,45-54,Female,14691.33,12000,5.5,Medium,22549,259,1739,0.75
2021,Louis Vuitton,Perfumes,Australia,330.35,263,86882.05,35-44,Male,1140944.52,55000,2.0,High,4647,2807,2714,0.66
2018,Dior,Accessories,Australia,805.8,230,185334.0,25-34,Non-binary,1714963.22,55000,2.0,High,19033,4744,339,0.58
2023,Louis Vuitton,Watches,North America,20877.39,18,375793.02,25-34,Female,1456335.72,65000,3.5,High,1317,1325,912,0.7
2020,Dior,Watches,North America,16988.58,21,356760.18,18-24,Female,38581.23,65000,3.5,High,34403,1279,1895,0.56
2022,Chanel,Watches,Middle East,15462.34,13,201010.42,45-54,Male,1559137.44,30000,3.0,High,30253,1102,2417,0.53
2020,Gucci,Perfumes,Asia,316.11,401,126760.11,25-34,Male,3809953.44,15000,4.0,Medium,44267,4437,2627,0.55
2018,Rolex,Shoes,South America,903.92,188,169936.96,25-34,Female,44178.73,12000,5.5,Medium,46074,3539,1324,0.75
2022,Louis Vuitton,Perfumes,Europe,248.24,363,90111.12,18-24,Female,48963.12,45000,2.5,High,26359,2684,1872,0.68
2022,Chanel,Bags,Middle East,1663.56,378,628825.68,18-24,Non-binary,850603.96,30000,3.0,High,7382,4226,1849,0.77
2023,Chanel,Bags,Australia,2655.81,400,1062324.0,35-44,Female,710823.62,55000,2.0,High,31737,1955,740,0.96
2018,Gucci,Clothing,Australia,2646.71,398,1053390.58,45-54,Non-binary,3105526.09,55000,2.0,High,41880,490,1777,0.69
2020,Gucci,Watches,Europe,14692.18,30,440765.4,45-54,Non-binary,32283.21,45000,2.5,High,12848,340,2685,0.71
2019,Dior,Watches,North America,18580.91,26,483103.66,35-44,Female,2136391.17,65000,3.5,High,32161,2350,2611,0.96
2018,Dior,Shoes,South America,1104.79,196,216538.84,55+,Female,1278315.72,12000,5.5,Medium,9968,1265,2566,0.83
2018,Rolex,Perfumes,South America,288.04,157,45222.28,55+,Male,2332547.57,12000,5.5,Medium,47202,384,126,0.65
2019,Dior,Accessories,Australia,913.15,63,57528.45,25-34,Non-binary,4270859.76,55000,2.0,High,10982,4929,439,0.7
2022,Dior,Watches,South America,22343.44,10,223434.4,45-54,Non-binary,4718437.07,12000,5.5,Medium,39542,4359,68,0.95
2023,Louis Vuitton,Accessories,Europe,1513.71,162,245221.02,25-34,Non-binary,636115.22,45000,2.5,High,30390,4904,340,0.94
2022,Chanel,Perfumes,Australia,130.97,121,15847.37,35-44,Male,3763272.14,55000,2.0,High,32627,1372,113,0.87
2023,Rolex,Accessories,Australia,1315.94,260,342144.4,55+,Female,1599816.33,55000,2.0,High,31060,3414,1522,0.8
2021,Chanel,Watches,Asia,23119.78,28,647353.84,18-24,Female,1771327.08,15000,4.0,Medium,26164,187,1283,0.98
2023,Dior,Accessories,South America,1491.67,363,541476.21,45-54,Male,1402428.43,12000,5.5,Medium,33018,2739,1446,0.72
2022,Rolex,Bags,Europe,3792.21,240,910130.4,18-24,Non-binary,2019109.04,45000,2.5,High,41501,3693,2662,0.72
2021,Chanel,Clothing,South America,1776.89,96,170581.44,18-24,Female,48107.72,12000,5.5,Medium,15837,2948,1630,0.55
2021,Chanel,Clothing,Europe,2200.99,241,530438.59,35-44,Male,1134665.65,45000,2.5,High,18288,2492,954,0.6
2023,Rolex,Accessories,Asia,1429.52,470,671874.4,35-44,Non-binary,141624.46,15000,4.0,Medium,37679,4840,1517,0.85
2023,Louis Vuitton,Shoes,Middle East,1387.49,356,493946.44,45-54,Female,4379879.39,30000,3.0,High,42806,3888,373,0.91
2023,Rolex,Bags,North America,2487.4,135,335799.0,45-54,Female,35255.48,65000,3.5,High,18055,1147,893,0.64
2022,Gucci,Clothing,South America,2710.26,162,439062.12,55+,Non-binary,692505.08,12000,5.5,Medium,48018,1571,146,0.57
2023,Dior,Shoes,North America,1700.55,265,450645.75,55+,Male,765196.12,65000,3.5,High,21614,3058,2085,0.8
2023,Louis Vuitton,Perfumes,Middle East,280.08,308,86264.64,55+,Female,4661212.06,30000,3.0,High,10937,3485,653,0.75
2019,Chanel,Clothing,North America,669.95,243,162797.85,25-34,Male,4234658.37,65000,3.5,High,45126,4997,212,0.59
2018,Louis Vuitton,Clothing,Australia,2675.01,408,1091404.08,55+,Female,41697.37,55000,2.0,High,31514,1574,1659,0.69
2020,Louis Vuitton,Bags,South America,1563.77,372,581722.44,45-54,Non-binary,2274089.43,12000,5.5,Medium,16404,1902,509,0.87
2022,Louis Vuitton,Shoes,South America,1977.93,468,925671.24,35-44,Non-binary,6400.05,12000,5.5,Medium,43687,1057,1460,0.79
2020,Louis Vuitton,Accessories,South America,848.81,218,185040.58,25-34,Male,1482627.9,12000,5.5,Medium,15482,1706,927,0.67
2020,Rolex,Accessories,North America,318.85,58,18493.3,18-24,Female,500237.9,65000,3.5,High,26479,5000,2839,0.76
2023,Chanel,Shoes,Asia,2752.9,319,878175.1,18-24,Non-binary,2763598.54,15000,4.0,Medium,44868,2162,1068,0.96
2020,Gucci,Perfumes,Europe,485.25,139,67449.75,55+,Non-binary,2067894.08,45000,2.5,High,25856,4917,854,0.79
2019,Dior,Shoes,North America,1530.64,496,759197.44,35-44,Male,3750406.42,65000,3.5,High,46076,4679,1060,0.57
2021,Louis Vuitton,Accessories,South America,1100.8,280,308224.0,25-34,Male,1243666.85,12000,5.5,Medium,4858,642,2526,0.69
2023,Chanel,Clothing,South America,1659.06,479,794689.74,45-54,Female,2204464.47,12000,5.5,Medium,3176,2454,1000,0.51
2018,Dior,Shoes,Middle East,1250.29,240,300069.6,18-24,Non-binary,38866.38,30000,3.0,High,1385,438,1756,0.53
2023,Rolex,Shoes,Asia,2402.67,419,1006718.73,45-54,Non-binary,4119284.72,15000,4.0,Medium,1328,1820,1963,0.83
2020,Chanel,Accessories,South America,1438.25,62,89171.5,35-44,Female,12669.53,12000,5.5,Medium,14553,2721,950,0.93
2021,Louis Vuitton,Bags,Europe,4794.48,379,1817107.92,18-24,Male,2680555.99,45000,2.5,High,35299,3415,1918,0.87
2020,Gucci,Clothing,North America,2179.87,362,789112.94,25-34,Female,4670022.74,65000,3.5,High,27365,1121,2032,0.54
2022,Gucci,Accessories,Australia,1305.5,113,147521.5,45-54,Female,3490694.96,55000,2.0,High,30696,3892,1468,0.87
2019,Rolex,Bags,Middle East,3898.62,151,588691.62,25-34,Female,3089300.62,30000,3.0,High,39867,1907,368,0.56
2018,Dior,Clothing,North America,2996.65,149,446500.85,25-34,Male,32658.83,65000,3.5,High,38404,1862,1995,0.84
2020,Louis Vuitton,Shoes,Middle East,1252.94,465,582617.1,45-54,Female,4827920.93,30000,3.0,High,1575,4109,2881,0.85
2018,Rolex,Clothing,North America,1877.51,279,523825.29,25-34,Female,889238.72,65000,3.5,High,34516,1366,2821,0.57
2018,Gucci,Shoes,Australia,2850.21,342,974771.82,45-54,Male,3357845.77,55000,2.0,High,24644,4602,2465,0.67
2019,Chanel,Watches,Asia,17994.47,12,215933.64,45-54,Non-binary,2364391.01,15000,4.0,Medium,41924,4282,892,0.85
2023,Louis Vuitton,Accessories,Middle East,1499.14,214,320815.96,45-54,Male,3844247.69,30000,3.0,High,5288,1885,792,0.88
2019,Gucci,Clothing,North America,698.92,53,37042.76,55+,Female,1893439.07,65000,3.5,High,10251,2428,1764,0.87
2018,Chanel,Accessories,Australia,852.15,320,272688.0,35-44,Male,14154.49,55000,2.0,High,36817,4126,2137,0.55
2022,Louis Vuitton,Perfumes,South America,444.34,276,122637.84,45-54,Female,504963.82,12000,5.5,Medium,15974,287,662,0.71
2020,Rolex,Accessories,Europe,1569.95,483,758285.85,35-44,Non-binary,2122814.63,45000,2.5,High,39607,4081,809,0.91
2021,Rolex,Watches,Australia,15445.7,41,633273.7,55+,Female,4953378.48,55000,2.0,High,22380,4978,1141,0.81
2022,Chanel,Bags,Middle East,4203.58,171,718812.18,55+,Male,3778927.85,30000,3.0,High,18323,3953,770,0.93
2019,Rolex,Bags,Australia,3207.61,472,1513991.92,55+,Non-binary,3911874.94,55000,2.0,High,16810,3676,2892,0.58
2019,Dior,Accessories,Europe,1188.5,163,193725.5,45-54,Male,2208068.03,45000,2.5,High,8882,1782,2246,0.94
2022,Rolex,Bags,Middle East,4212.07,324,1364710.68,25-34,Non-binary,1237174.82,30000,3.0,High,35225,3355,2362,0.53
2020,Dior,Clothing,Middle East,2944.18,81,238478.58,55+,Male,1547764.75,30000,3.0,High,26365,4295,2049,1.0
2021,Dior,Accessories,Asia,495.7,493,244380.1,18-24,Male,4956774.17,15000,4.0,Medium,13975,3072,1903,0.65
2023,Louis Vuitton,Watches,Australia,8816.48,37,326209.76,45-54,Non-binary,34689.72,55000,2.0,High,25723,2798,1011,0.97
